Numer og≥oszenia,nazwa zamawiajπcego,Rodzaj zamÛwienia,cpv,Tryb udzielenia zamÛwienia,Ca≥kowita wartoúÊ zamÛwienia bez vat,Liczba otrzymanych ofert,Cena wybranej oferty,Oferta z najniøszπ cenπ,Oferta z najwyøszπ cenπ,wykonawcy
 83604 - 2014, Generalna Dyrekcja DrÛg Krajowych i Autostrad Oddzia≥ w Poznaniu, Roboty budowlane.," 45.22.11.00-3, 45.22.11.19-9, 45.23.31.20-6.", Przetarg ograniczony," 3451911,19 PLN.", 3.," 3860000,00"," 3860000,00 "," 6494660,91","MOST SpÛ≥ka z o.o., ul. Kujawska 51 A, 81-862 Sopot, kraj/woj. pomorskie."
 83744 - 2014, Prywatny Zarzπd Mieszkaniami Sp. z o.o., Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 140424,50 PLN.", 5.," 82081,49"," 82081,49 "," 140155,73","DAMAR Sp. z o.o., ul. Markowskiego 14, 51-180 Wroc≥aw, kraj/woj. dolnoúlπskie."
 83764 - 2014, Prezydent Miasta Zawiercie, Roboty budowlane.," 45.23.23.10-8, 45.23.23.32-8, 45.11.12.00-0, 45.21.33.16-1, 45.23.20.00-2, 45.23.23.00-5, 45.23.32.22-1, 45.31.00.00-3, 45.31.10.00-0, 45.31.11.00-1, 45.32.20.00-7, 45.31.22.00-9, 45.31.40.00-1, 45.31.42.00-3, 45.31.43.00-4, 45.31.43.10-7, 45.31.43.20-0, 45.31.56.00-4, 45.31.73.00-5, 71.24.20.00-6, 32.56.20.00-0.", Przetarg ograniczony," 7285891,00 PLN.", 4.," 7626000,00"," 7626000,00 "," 9316202,30","WASKO S.A., Ul. Berbeckiego 6, 44-100 Gliwice, kraj/woj. úlπskie."
 85274 - 2014, Urzπd Miejski w Wo≥owie, Roboty budowlane.," 45.23.32.22-1, 45.23.32.00-1.", Przetarg ograniczony," 87804,88 PLN.", 3.," 145930,93"," 145930,93 "," 169609,36","PrzedsiÍbiorstwo Budowy I Utrzymania DrÛg I MostÛw Sp. z o.o., Piotroniowice 54, 56-100 Wo≥Ûw, kraj/woj. dolnoúlπskie."
 55385 - 2014, Urzπd Miejski O≥awa, Roboty budowlane.," 45.23.31.20-6, 45.23.21.30-2.", Przetarg ograniczony," 593338,77 PLN.", 5.," 340824,93"," 340824,93 "," 377610,00","MILLENIUM s.c. T.Maras, ul. Dzierøoniowska 3, 57-100 Strzelin, kraj/woj. dolnoúlπskie."
 55403 - 2014, Urzπd Miejski O≥awa, Roboty budowlane.," 45.20.31.20-6, 45.23.21.30-2, 45.31.61.10-9.", Przetarg ograniczony," 500185,80 PLN.", 4.," 373920,00"," 373920,00 "," 464409,19","PrzedsiÍbiorstwo Us≥ug Inwestycyjno -Remontowych DROG-WEST s.c. A.Jaúnikowski, P.Kita, ul. Lwowska 11, 55-200 O≥awa, kraj/woj. dolnoúlπskie."
 56435 - 2014, Gmina Z≥otÛw, Roboty budowlane., 45.23.13.00-8., Przetarg ograniczony," 368913,37 PLN.", 9.," 115930,10"," 115930,10 "," 408960,99","Zak≥ad RobÛt Instalacyjno-Inøynieryjnych Hieronim G≥adysz, ul. Sosnowa 4, 77-400 Z≥otÛw, kraj/woj. wielkopolskie."
 94924 - 2014, Prywatny Zarzπd Mieszkaniami Sp. z o.o., Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 75779,83 PLN.", 3.," 88392,20"," 88392,20 "," 123000,00","MOL DA BUILDING GROUP Krzysztof MolÍda, Podlasek 8a, 28-130 Stopnica, kraj/woj. úwiÍtokrzyskie."
 95074 - 2014, Prywatny Zarzπd Mieszkaniami Sp. z o.o., Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 106103,99 PLN.", 2.," 105973,18"," 105973,18 "," 148000,01","MOL DA BUILDING GROUP Krzysztof MolÍda, Podlasek 8A, 28-130 Stopnica, kraj/woj. úwiÍtokrzyskie."
 62569 - 2014, Gmina Z≥otÛw, Roboty budowlane., 45.23.13.00-8., Przetarg ograniczony," 1019012,03 PLN.", 9.," 554031,53"," 554031,53 "," 1046137,14","Zak≥ad RobÛt Instalacyjno-Inøynieryjnych Hieronim G≥adysz, ul. Sosnowa 4, 77-400 Z≥otÛw, kraj/woj. wielkopolskie."
 63489 - 2014, Nadleúnictwo Miastko, Roboty budowlane.," 45.00.00.00-7, 45.10.00.00-8, 45.20.00.00-9, 45.23.31.20-6, 45.30.00.00-0, 45.40.00.00-1.", Przetarg ograniczony," 3776590,56 PLN.", 5.," 3946758,52"," 3946758,52 "," 5504169,83","US£UGI DROGOWO - BUDOWLANE I KANALIZACYJNE ARKA - BUD Artur Teclaf, Robakowo 56, 84-242 Luzino, kraj/woj. pomorskie."
 101470 - 2014, Teatr BAJ, Roboty budowlane., 45.45.30.00-7., Przetarg ograniczony," 122915,04 PLN.", 5.," 95723,70"," 95723,70 "," 121770,00","Grupa MC sp. z o.o., ul. VII Poprzeczna 11, 04-615 Warszawa, kraj/woj. mazowieckie."
 64025 - 2014, Miasto Limanowa, Roboty budowlane., 45.23.13.00-8., Przetarg ograniczony," 5815525,00 PLN.", 5.," 2939390,66"," 2939390,66 "," 6775393,61","P.H.U. INKO 2001 K. £ukasik, K. Kaczor, J. Majewski SpÛ≥ka jawna, ul. Lwowska 220, 33-300 Nowy Sπcz, kraj/woj. ma≥opolskie."
 103370 - 2014, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.34.20.00-6, 45.00.00.00-7, 45.11.00.00-1.", Przetarg ograniczony," 1762787,93 PLN.", 5.," 1137000,00"," 1137000,00 "," 1982499,87","Control Net Sp. z o.o., ul. MetalowcÛw 9, 54-156 Wroc≥aw, kraj/woj. ≥Ûdzkie."
 104160 - 2014, Gmina Giera≥towice, Roboty budowlane., 45.23.31.42-6., Przetarg ograniczony," 317926,50 PLN.", 4.," 70909,50"," 70909,50 "," 105780,00","PrzedsiÍbiorstwo RemontÛw Ulic i MostÛw S.A., ul. Nad Bytomkπ 1, 44-100 Gliwice, kraj/woj. úlπskie."
 106484 - 2014, Urzπd Miejski w Wo≥owie, Roboty budowlane.," 45.23.32.52-0, 45.23.31.41-9.", Przetarg ograniczony," 626000,00 PLN.", 1.," 513320,00"," 513320,00 "," 513320,00","PrzedsiÍbiorstwo Budowy i Utrzymania DrÛg i MostÛw Sp. z o.o., Piotroniowice 54, 56-100 Wo≥Ûw, kraj/woj. dolnoúlπskie."
 4852 - 2014, Rejonowy Zarzπd Infrastruktury, Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 964448,33 PLN.", 3.," 939279,66"," 939279,66 "," 1018354,07","Zak≥ad Us≥ug RÛønych, Jerzy Matuszczyk, ul. 11 Listopada 20o/9, 56-400 Oleúnica, kraj/woj. dolnoúlπskie."
 3729 - 2014, Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w m. st. Warszawie S.A., Roboty budowlane.," 45.20.00.00-9, 45.23.24.23-3, 45.23.24.40-8.", Przetarg ograniczony," 16115864,71 PLN.", 7.," 11668936,92"," 11668936,92 "," 17029284,32","Konsorcjum firm: 1) LINTER S.A. 2) PrzedsiÍbiorstwo RobÛt GÛrniczych METRO S.A., 1) ul. Pi≥sudskiego 57a; 2) ul. WÛlczyÒska 163, 1) Wolbrom; 2) Warszawa, kraj/woj. Polska."
 15348 - 2014, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.00.00.00-7, 45.10.00.00-8, 45.30.00.00-0, 45.40.00.00-1.", Przetarg ograniczony," 11524242,31 PLN.", 4.," 8282865,44"," 8282865,44 "," 8813180,78","ATLINE SpÛ≥ka Jawna S≥awomir Pruski, ul. FranciszkaÒska 125, 91-845 £Ûdü, kraj/woj. ≥Ûdzkie."
 19028 - 2014, Akademia Sztuk PiÍknych im. Jana Matejki w Krakowie, Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 1980000,58 PLN.", 4.," 1754766,12"," 1536327,22 "," 2248837,52","SpÛ≥dzielnia Rzemieúlnicza BUDMET, os. Willowe 30, 31-902 KrakÛw, kraj/woj. ma≥opolskie."
 22740 - 2014, ZespÛ≥ Ø≥obkÛw m.st. Warszawy, Roboty budowlane.," 45.11.27.23-9, 43.32.50.00-7, 45.00.00.00-7.", Przetarg ograniczony," 90797,98 PLN.", 1.," 85154,79"," 85154,79 "," 85154,79","Granabud Przedsiebiorstwo Remontowo-Budowlane Rafa≥ GÍbal, ul. GÛrczewska 116a lok. 70, 01-460 Warszawa, kraj/woj. mazowieckie."
 12953 - 2014, Regionalne Centrum Krwiodawstwa i Krwiolecznictwa, Roboty budowlane.," 42.20.00.00-9, 71.22.10.00-3.", Przetarg ograniczony," 15000000,00 PLN.", 4.," 14490924,83"," 14490924,83 "," 19372500,00","Skanska S.A., uk. Gen. J. Zajπczka 9, 01-518 Warszawa, kraj/woj. mazowieckie."
 29850 - 2014, Wojskowy Zarzπd Infrastruktury w Poznaniu, Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 7376180,00 PLN.", 7.," 4903395,00"," 4903395,00 "," 8081100,00","Skanska S. A., ul. Gen. J. Zajπczka 9, 01-518 Warszawa, kraj/woj. mazowieckie."
 18305 - 2014, Muzeum Sztuki i Techniki JapoÒskiej MANGGHA, Roboty budowlane.," 45.21.00.00-2, 45.21.23.11-9, 45.30.00.00-0, 45.34.00.00-2, 45.33.00.00-9, 45.32.00.00-6, 45.31.00.00-3, 45.40.00.00-1, 45.23.31.20-6.", Przetarg ograniczony," 18680741,57 PLN.", 5.," 13715447,15"," 13715447,15 "," 15010644,91","Konsorcjum firm: PrzedsiÍbiorstwo Budownictwa Przemys≥owego Chemobudowa - KrakÛw S.A. - Lider Grupa Polskie Sk≥ady Budowlane S.A. - Partner, ul. Klimeckiego 24, 30-707 KrakÛw, kraj/woj. ma≥opolskie."
 18803 - 2014, PrzedsiÍbiorstwo Sk≥adowania i Utylizacji OdpadÛw Sp. z o.o., Roboty budowlane.," 45.11.23.20-4, 45.22.00.00-5.", Przetarg ograniczony," 398707,08 PLN.", 2.," 285044,78"," 285044,78 "," 392398,38","Us≥ugi Transportowo-Budowlane Bogus≥aw Stanek, ul. Stefczyka 82 , Bachowice, 34-116 Spytkowice, kraj/woj. ma≥opolskie."
 21987 - 2014, Instytut NawozÛw Sztucznych, Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 5900306,34 PLN.", 6.," 4633810,00"," 4633810,00 "," 6656704,17","PrzedsiÍbiorstwo Remontowo - Budowlane TERMOCHEM sp. z o.o., ul. I. Moúcickiego 16, 24-110 Pu≥awy, kraj/woj. lubelskie."
 41464 - 2014, Wojskowy Zarzπd Infrastruktury w Poznaniu, Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 8305070,00 PLN.", 5.," 7325794,54"," 7325794,54 "," 9818844,00","SKANSKA S.A., ul. Gen.J.Zajπczka 9, 01-518 Warszawa, kraj/woj. mazowieckie."
 23613 - 2014, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.00.00.00-7, 45.31.21.00-8, 45.31.22.00-9, 45.33.12.10-1, 45.33.12.20-4.", Przetarg ograniczony," 646363,00 PLN.", 2.," 631105,68"," 631105,68 "," 648308,31","Zak≥ad SystemÛw Komputerowych ZSK Sp. z o.o., Ul. Wadowicka 12, 30-415 KrakÛw, kraj/woj. ma≥opolskie."
 24093 - 2014, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.00.00.00-7, 45.31.21.00-8, 45.31.22.00-9, 45.33.12.10-1, 45.33.12.20-4.", Przetarg ograniczony," 649152,00 PLN.", 2.," 617748,20"," 617748,20 "," 685648,48","Zak≥ad SystemÛw Komputerowych ZSK Sp. z o.o., ul. Wadowicka 12, 30-415 KrakÛw, kraj/woj. ma≥opolskie."
 45650 - 2014, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.23.23.00-5, 45.31.43.20-0.", Przetarg ograniczony," 370907,55 PLN.", 6.," 238604,61"," 238604,61 "," 330968,04","Lubelskie PrzedsiÍbiorstwo RobÛt Telekomunikacyjnych S.A., ul. EnergetykÛw 27, 20-468 Lublin, kraj/woj. lubuskie."
 58818 - 2014, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.11.11.00-9, 45.11.10.00-8, 45.23.10.00-5, 45.11.21.00-6, 45.11.21.00-6, 45.23.32.00-1, 45.23.32.00-1, 45.33.22.00-5, 45.22.35.00-1, 45.23.14.00-9.", Przetarg ograniczony," 8690959,56 PLN.", 5.," 5764625,55"," 5764625,55 "," 8270562,44","SKANSKA S.A, ul. Gen. JÛzefa Zajπczka 9, Warszawa, kraj/woj. Polska."
 63434 - 2014, OúwiÍcimskie Towarzystwo Budownictwa Spo≥ecznego Sp. z o.o., Roboty budowlane.," 45.40.00.00-1, 45.30.00.00-0.", Przetarg ograniczony," 364037,66 PLN.", 3.," 237600,00"," 237600,00 "," 360134,65","ARCO SYSTEM Sp.z o.o., Brzezinka, ul. P≥awska 1B, 32-600 OúwiÍcim, kraj/woj. ma≥opolskie."
 43763 - 2014, Zwiπzek Harcerstwa Rzeczypospolitej, Roboty budowlane.," 45.45.30.00-6, 45.30.00.00-0, 45.31.53.00-1, 45.31.56.00-4, 45.33.20.00-3, 45.11.10.00-7, 45.33.11.00-7, 45.33.12.10-1, 45.31.12.00-2, 45.31.21.00-8, 45.42.00.00-7.", Przetarg ograniczony," 731707,31 PLN.", 5.," 508123,62"," 508123,62 "," 794389,69","ANBUD INWESTYCJE Sp. z o.o., ul. Dworcowa 23, 62-230 Witkowo, kraj/woj. wielkopolskie."
 44207 - 2014, Gmina KrasnobrÛd, Roboty budowlane., 45.26.00.00-7., Przetarg ograniczony," 275458,97 PLN.", 4.," 159997,03"," 159997,03 "," 398584,62","PrzedsiÍbiorstwo Produkcyjno - Handlowe TORFEX Sp.z o.o., ul. Handlowa 2, 22-440 KrasnobrÛd, kraj/woj. lubelskie."
 70460 - 2014, Ministerstwo Spraw Zagranicznych, Roboty budowlane.," 45.11.13.00-1, 45.22.30.00-6, 45.40.00.00-1, 45.30.00.09-0, 45.31.00.00-3, 45.31.60.00-5, 45.31.12.00-2.", Przetarg ograniczony," 2317073,17 PLN.", 5.," 1812666,73"," 1812666,73 "," 3233932,79","Firma Handlowo - Us≥ugowa Projekt-Bud Sp. z o. o., Siedmiodomki 13, 97-200 TomaszÛw Mazowiecki, kraj/woj. ≥Ûdzkie."
 46095 - 2014, Miasto Limanowa, Roboty budowlane.," 45.25.20.00-8, 45.10.00.00-8, 45.11.00.00-1, 45.20.00.00-9, 45.22.00.00-5, 45.23.00.00-8, 45.30.00.00-0, 45.31.00.00-3, 45.35.00.00-5.", Przetarg ograniczony," 7305990,01 PLN.", 1.," 7991032,02"," 7991032,02 "," 7991032,02","PrzedsiÍbiorstwo Produkcyjno - Us≥ugowo - Handlowe WOLIMEX Eugeniusz Wojak, ul. Tarnowska 33, 34-600 Limanowa, kraj/woj. ma≥opolskie."
 268873 - 2013, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.23.14.00-9, 45.31.12.00-2, 45.31.73.00-5, 45.31.61.10-9, 45.31.56.00-4, 45.23.16.00-1, 45.24.00.00-1, 45.11.00.00-1, 45.11.11.00-9, 45.23.21.00-3, 45.33.23.00-6, 45.11.12.00-0, 45.21.62.00-6, 45.42.10.00-4, 45.43.21.00-5, 45.43.22.00-6, 45.44.00.00-3, 45.21.51.00-8, 45.45.00.00-6, 45.33.22.00-5, 45.33.12.10-1.", Przetarg ograniczony," 20049751,93 PLN.", 5.," 16445000,00"," 16445000,00 "," 25702392,00","Konsorcjum firm : HYdrobudowa GdaÒsk S.A. AQUA Works S≥awomir SzczÍsny, ul. Grunwaldzka 135, GdaÒsk, kraj/woj. Polska."
 269157 - 2013, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.00.00.00-7, 45.31.00.00-3, 45.31.22.00-9, 45.33.00.00-9.", Przetarg ograniczony," 1232020,00 PLN.", 2.," 1242958,26"," 1242958,26 "," 1389263,12","PRODUS S.A., ul. Bystrzycka 69c, 54-215 Wroc≥aw, kraj/woj. dolnoúlπskie."
 269197 - 2013, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.00.00.00-7, 45.31.00.00-0, 45.31.21.00-8, 45.31.22.00-9, 45.31.43.00-4, 45.31.73.00-5.", Przetarg ograniczony," 224425,07 PLN.", 5.," 209694,11"," 209694,11 "," 297604,32","SEMICO-2 Wies≥aw Kapica Sp.J., ul. GrenadierÛw 13A, 20-331 Lublin, kraj/woj. lubelskie."
 269723 - 2013, Komenda WojewÛdzka Policji, Roboty budowlane.," 45.00.00.00-7, 45.10.00.00-8, 45.20.00.00-9, 45.30.00.00-0, 45.40.00.00-1, 71.22.00.00-6, 71.00.00.00-8, 71.32.00.00-7, 71.32.10.00-4, 71.32.12.00-6, 71.32.20.00-1, 71.32.70.00-6.", Przetarg ograniczony," 14937236,43 PLN.", 6.," 17250012,00"," 17250012,00 "," 27168778,74","Konsorcjum Firm: Lider Konsorcjum: PPUH Wimar Wies≥aw PolechoÒski, ul. 1 Maja 6, 69-100 S≥ubice, kraj/woj. lubuskie."
 520922 - 2013, Gmina Giera≥towice, Roboty budowlane., 71.32.20.00-1., Przetarg ograniczony," 52500,00 PLN.", 7.," 26322,00"," 26322,00 "," 69987,00","Biuro Projektowo Us≥ugowe ALDA s. c. Hanna i Janusz Franiczek, ul. Skrzyszowska 39 c, 44-300 Wodzis≥aw ålπski, kraj/woj. úlπskie."
 276151 - 2013, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.34.20.00-6, 45.31.00.00-0, 45.31.22.00-9, 45.11.00.00-1.", Przetarg ograniczony," 5482949,92 PLN.", 5.," 4274810,82"," 4274810,82 "," 5129562,43","Qumak S.A., Al. Jerozolimskie 136, 02-305 Warszawa, kraj/woj. mazowieckie."
 276527 - 2013, Sto≥eczny Zarzπd Infrastruktury, Roboty budowlane., 45.11.00.00-7., Przetarg ograniczony," 4675822,20 PLN.", 12.," 3971250,56"," 3971250,56 "," 5100233,34","BUD-WARES Sp. z o.o., ul. Baúniowa 3, 02-349 Warszawa, kraj/woj. mazowieckie."
 527242 - 2013, Krajowa Szko≥a Administracji Publicznej, Roboty budowlane.," 45.31.00.00-3, 45.33.00.00-9, 45.42.00.00-7, 45.43.00.00-0, 45.44.00.00-3.", Przetarg ograniczony," 1300818,11 PLN.", 4.," 1688634,27"," 1688634,27 "," 2256329,93","PrzedsiÍbiorstwo Produkcyjno - Us≥ugowe HEGOR Sp. z o.o., Gwardyjska 12, 96-500 Sochaczew, kraj/woj. mazowieckie."
 527802 - 2013, Sto≥eczny Zarzπd Infrastruktury, Roboty budowlane., 45.11.00.00-7., Przetarg ograniczony," 5487419,87 PLN.", 8.," 4200222,39"," 4200222,39 "," 5779633,74","STEKOP S.A - Lider konsorcjum , ul. Mo≥dawska 9, 02-127 Warszawa , kraj/woj. mazowieckie."
 528742 - 2013," ""ADMIROM-5"" SpÛ≥ka z o.o.", Roboty budowlane., 45.45.30.00-7., Przetarg ograniczony," 160794,38 PLN.", 2.," 165665,01"," 165665,01 "," 172634,46","NOWE TECHNOLOGIE BUDOWLANE PAWE£ SOJKA, UL.KWAåNA 4A/1, 53-425 WROC£AW, kraj/woj. dolnoúlπskie."
 278183 - 2013, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.00.00.00-7, 45.10.00.00-8, 45.11.12.00-0, 45.11.11.10-9, 45.26.23.00-4, 45.26.23.10-7, 45.26.25.00-6, 45.26.10.00-4, 45.45.00.00-6, 45.43.21.00-5, 45.23.21.40-5, 45.33.11.00-7, 45.31.00.00-3, 45.33.11.10-0, 45.26.26.10-0, 45.33.12.10-1, 45.31.51.00-9, 45.31.11.00-1, 45.20.00.00-6, 45.33.21.00-3, 45.23.13.00-8.", Przetarg ograniczony," 6469561,47 PLN.", 6.," 5890000,00"," 5890000,00 "," 6970410,00","Infratech Sp. z o.o., al. 3 Maja 3/4 lok. 22, Che≥mno, kraj/woj. Polska."
 534336 - 2013, Gmina Giera≥towice, Roboty budowlane.," 45.00.00.00-7, 45.21.41.00-1, 45.31.00.00-3, 45.33.00.00-9, 45.33.11.00-7, 45.33.10.00-6, 45.23.13.00-8.", Przetarg ograniczony," 3349144,35 PLN.", 5.," 2289999,89"," 2289999,89 "," 2999988,28","KAZBUD Sp. z o. o., Ul. PszczyÒska 39, 43-254 Warszowice, kraj/woj. úlπskie."
 535100 - 2013, Dolnoúlπska Agencja WspÛ≥pracy Gospodarczej Sp. z o.o., Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 10170155,64 PLN.", 2.," 9063500,00"," 9063500,00 "," 9134351,66","ISB Budownictwo Sp. z o.o., ul. Robotnicza 1b, 53-607 Wroc≥aw, kraj/woj. dolnoúlπskie."
 535320 - 2013, Centralne Biuro Antykorupcyjne, Roboty budowlane.," 45.31.22.00-9, 45.31.40.00-1, 45.31.21.00-8, 45.31.50.00-9.", Przetarg ograniczony," 590055,65 PLN.", 1.," 996754,82"," 996754,82 "," 996754,82","Qumak S.A., Al. Jerozolimskie 136, 02-305 Warszawa, kraj/woj. mazowieckie."
 535512 - 2013, OúwiÍcimskie Towarzystwo Budownictwa Spo≥ecznego Sp. z o.o., Roboty budowlane., 45.23.31.20-6., Przetarg ograniczony," 520000,00 PLN.", 1.," 451329,30"," 451329,30 "," 451329,30","Zak≥ad Budowlano- Montaøowy PROBUD Sp. z o.o., ul. Leúnianka 101, 34-300 Øywiec, kraj/woj. úlπskie."
 281667 - 2013, Politechnika £Ûdzka Wydzia≥ Chemiczny, Roboty budowlane., 45.00.00.00-7., Przetarg ograniczony," 387309,43 PLN.", 5.," 477347,23"," 313853,83 "," 635207,12","ABID R.Majcher, ul. £πkowa 11, 90-562 £Ûdü, kraj/woj. ≥Ûdzkie."
 282295 - 2013, Komenda WojewÛdzka Policji, Roboty budowlane.," 45.00.00.00-0, 45.26.10.00-0, 45.30.00.00-0, 45.31.00.00-0, 45.31.40.00-1, 45.33.00.00-0, 45.40.00.00-0, 45.42.00.00-0, 45.43.00.00-0, 45.44.00.00-0, 32.00.00.00-3.", Przetarg ograniczony," 1507197,40 PLN.", 3.," 1597925,63"," 1597925,63 "," 1898868,77","PP-U WIMAR SpÛ≥ka Jawna Trybuchowicz B., Winiarski S., ul. MiÍdzychodzka 12, 66-400 GorzÛw Wlkp., kraj/woj. lubuskie."
 282773 - 2013, Rejonowy Zarzπd Infrastruktury, Roboty budowlane.," 45.11.00.00-1, 45.10.00.00-8, 45.11.11.00-9, 45.11.13.00-1, 45.11.10.10-4, 45.11.12.20-6, 45.11.23.30-7, 45.21.62.30-5, 45.11.12.20-6, 45.11.23.30-7.", Przetarg ograniczony," 1233831,46 PLN.", 6.," 129150,00"," 129150,00 "," 1098390,00","PrzedsiÍbiorstwo RobÛt Specjalistycznych DèWIGAR, ul. StodÛlna 58/9, W≥oc≥awek, kraj/woj. Polska."
 1634 - 2014, Narodowy Bank Polski Odzia≥ OkrÍgowy w Olsztynie, Roboty budowlane.," 45.40.00.00-1, 45.31.00.00-3, 33.00.00.00-9.", Przetarg ograniczony," 1828000,00 PLN.", 5.," 2217661,16"," 2217661,16 "," 2399960,27","WarmiÒskie PrzedsiÍbiorstwo Budowlane ROMBUD Sp. z o.o., ul. Lubelska 37C, 10-408 Olsztyn, kraj/woj. warmiÒsko-mazurskie."
 4062 - 2014, Krajowa Szko≥a Sπdownictwa i Prokuratury, Roboty budowlane.," 45.00.00.00-7, 45.30.00.00-0, 45.31.00.00-3, 45.33.00.00-9, 45.33.12.00-8, 45.40.00.00-1, 45.43.20.00-4, 45.42.11.30-4, 45.23.31.40-2.", Przetarg ograniczony," 6255312,82 PLN.", 3.," 7749221,40"," 7749221,40 "," 9089396,78","PrzedsiÍbiorstwo Budowlane Rystal-Bud Sp. z o.o., Ul. Piwowarska 25, 25-561 Kielce, kraj/woj. úwiÍtokrzyskie."
 475834 - 2013, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.23.20.00-2, 45.31.43.20-0.", Przetarg ograniczony," 868057,42 PLN.", 7.," 626942,75"," 626942,75 "," 791429,94","PPHU TELMARK Sp.z o.o., ul. Konstantynowska 83a, 95-100 Zgierz, kraj/woj. ≥Ûdzkie."
 249611 - 2013, Muzeum Narodowe w GdaÒsku, Roboty budowlane.," 71.00.00.00-8, 71.30.00.00-1, 71.50.00.00-3, 71.60.00.00-4, 71.24.20.00-6, 71.32.00.00-7, 71.32.12.00-6, 71.32.70.00-6, 45.00.00.00-7, 45.21.00.00-2, 45.31.00.00-3, 45.31.10.00-0, 45.31.22.00-9, 45.42.10.00-4, 45.43.00.00-0, 45.44.21.10-1, 45.45.13.00-6, 45.45.30.00-7, 92.52.20.00-6.", Przetarg ograniczony," 4375074,60 PLN.", 4.," 7490700,00"," 7490700,00 "," 9389866,60","KONSORCJUM Kamaro T. Tomanik, P. Paszkowicz Sp. J, 3JM Micha≥ Bry≥ka, Ul. Malczewskiego 4, 81-817 Sopot, kraj/woj. pomorskie."
 479108 - 2013, Urzπd Gminy i Miasta w Proszowicach, Roboty budowlane., 45.21.22.12-5., Przetarg ograniczony," 9650474,51 PLN.", 1.," 11792142,19"," 11792142,19 "," 11792142,19","CONDITE, SpÛ≥ka z ograniczona odpowiedzialnoúciπ S.K.A. w Kielcach, ul. Piotrkowska 12, 25-510 Kielce, kraj/woj. úwiÍtokrzyskie."
 480440 - 2013, Resortowe Centrum Zarzπdzania Sieciami i Us≥ugami Teleinformatycznymi, Roboty budowlane.," 45.23.20.00-2, 45.31.43.20-0.", Przetarg ograniczony," 1182370,00 PLN.", 7.," 694721,93"," 694721,93 "," 935652,86","TP TELTECH Sp.z o.o., Al. T. Koúciuszki 5/7, 90-418 £Ûdü, kraj/woj. ≥Ûdzkie."
 482918 - 2013, Wodociπgi KÍpiÒskie sp. z o.o., Roboty budowlane.," 45.00.00.00-7, 32.40.00.00-7, 77.30.00.00-3, 71.20.00.00-0.", Przetarg ograniczony," 1790059,30 PLN.", 2.," 2613466,13"," 2613466,13 "," 2907597,00","Zak≥ad Projektowo - Budowlany PROJEKTOBUD KÍpno Andrzej Po≥omski, Myjomice17 C, 63-600 KÍpno, kraj/woj. wielkopolskie."
 254441 - 2013, Urzπd Miejski w Wo≥owie, Roboty budowlane., 45.23.32.52-0., Przetarg ograniczony," 748380,85 PLN.", 2.," 645103,75"," 645103,75 "," 690239,05","PrzedsiÍbiorstwo Budownictwa Specjalistycznego i Melioracji Sp. z o.o, ul. JaworzyÒska 254;, 55-220 Legnica, kraj/woj. dolnoúlπskie."
 254583 - 2013, Urzπd Miejski w Wo≥owie, Roboty budowlane.," 45.20.00.00-9, 45.23.00.00-8, 45.23.10.00-5.", Przetarg ograniczony," 748380,85 PLN.", 2.," 645103,75"," 645103,75 "," 690239,05","PrzedsiÍbiorstwo Budownictwa Specjalistycznego i Melioracji Sp. z o.o., JaworzyÒska 254, 59-220 Legnica, kraj/woj. dolnoúlπskie."
 256367 - 2013, Muzeum Narodowe w Warszawie, Roboty budowlane.," 45.11.11.00-9, 45.26.24.00-5, 45.26.25.22-6, 45.41.00.00-4, 45.26.26.50-2, 45.44.21.00-8, 45.43.00.00-0, 45.45.00.00-6.", Przetarg ograniczony," 1950000,00 PLN.", 5.," 1310061,51"," 1310061,51 "," 1951165,70","Zak≥ad Remontowo - Budowlany HB Bogdan Horszczaruk, Al. H. Sienkiewicza 26, 05-126 NieporÍt, kraj/woj. mazowieckie."
